label,message
2.4,自己總是想著自己的老婆可能幹過什麼一下壞事情
2.4,自從一次失戀後 心好像上了一道鎖 現在心開始跳動比較大了 完全不想說話的感覺 這是創傷心理嗎
2.4,自從出了一場車禍就變的越來越怕不管白天還是黑夜有人沒人的時候就會出現怕的感覺我也不知道怕什麼心裡怕的要命想像力太多了請問什麼原因
2.4,自從有了一次失敗的性生活現在滿腦子都是想的自己不行了我該怎麼辦啊
2.4,自從老公出軌以後 我的精神就不正常了 天天待著待著就想殺掉那個小三 看見孩子會折磨他故意虐待他
2.4,自從我和男朋友分手後  我對其它男人都很反感  感覺很噁心  再也接受不了其它的男人 三年了 今年是第四年  好不容易有一個喜歡的人  只要他一碰我  我就會有一種想吐的感覺
2.4,你好我女兒每天晚上哭在他讀書的時候被一條蛇嚇到到現在還是那樣的哭請問一下該怎麼辦啊
2.4,你好我女兒曾經受刺激患過幻聽治好後現在性情暴躁把別人對她的好都以為是害她就是不相信任何人包括自己家人請問醫生該怎麼辦
2.4,你好我今年27失去女兒沒多久走不出來這個陰影怎麼辦
2.4,你好我有一個朋友在 2號的時候出車禍她丈夫當場死亡她丈夫救了她和孩子她現在在醫院家人不敢告訴她丈夫去世了我們也不知道如何開導求心理醫生幫幫忙
2.4,你好我是有心理創傷無法走出來我恨給我心理創傷的人那就是父母
2.4,你好我晚上躺床上總想地震發生心裡不安怎麼回事怎麼辦呢
2.4,你好我現在總感覺有人背後議論我的話題因為我是吃了官司的人還在那一個地方我要不要換一個環境出門有時候以為被有些人跟蹤
2.4,你好我想問一下我老公因為公公死後就開始沒有性生活了
2.4,你好請問如何走出失去親人的陰影一年了內心的內疚自責無法平復失去親人覺得生活再也沒有了顏色和味道一切都沒有任何意義了什麼都不熱愛了
2.4,別人出車禍我幾天難受的睡不著有時還掉淚出事的是個孩子死的太慘了求開導
2.4,忘不掉過去受的那些恥辱一直徘徊在想像的好與現實的壞當中
2.4,我19歲曾被朋友出賣被人侵犯過心理一直有陰影現在越來越嚴重了生小孩後兩年來老公一碰我我就感覺噁心我該怎麼辦
2.4,我35歲懷孕生二胎到5個月的時候胎死腹中我整個人就像在地獄一樣再也快樂不起來了我還恨我身邊的親人不願意見到他們我心裡有病了
2.4,我3年前被辱罵戲弄被搧耳光現在每天腦海裡都是這些回憶我是不是得了創傷後壓力症候群
2.4,我一見到男的就害怕經常覺得他們會對我做些什麼這讓我非常害怕以前有人騷擾過我註明本人女十八
2.4,我一朋友被搶劫了然後搶劫時被潑汽油燒傷燒傷很嚴重現在她睡著就會做噩夢請問該怎麼來開導她
2.4,我一直想死做夢都會在想怎麼死害怕所有的一切會一直哭我覺得自己的一切都挺好的自己有時候都會羨慕自己可是我又覺得自己很不堪甚至想睡下就不要醒來
2.4,我也不知道自己是怎麼老是一到了晚上就會興奮激動想要殺人虐待人還失眠真的是受不了自己了
2.4,我也不知道怎麼說男的不能靠近我靠近我就有點怕
2.4,我女兒曾經受過刺激吃過藥中間好了一年可現在她怨恨周圍的人說別人要害她咆哮狂躁謾罵不相信任何人包括自己的親人這是什麼病症
2.4,我小的時候受過很大的心理傷害 長大了總是回想起來以前來 真的很痛苦
2.4,我小的時候曾被表哥猥褻過現在看見男的不敢交流
2.4,我不知道我是性冷感還是性恐懼 總之就是做愛時 我只覺得痛 然後全身緊張 沒有其他女性很爽的感覺 然後我每次取白帶都痛得要死 這樣會不會影響兩人感情
2.4,我之前被一群流氓打了 之後看見那種人就害怕 現在做什麼都不順 什麼都不想幹 覺得自己好像得憂鬱症了
2.4,我心裡有陰影一直走不出來我該怎麼辦這對我的人生造成了很大的打擊
2.4,我父親去世了現在應該怎麼才能不難受我一在家就會想到他去世的畫面
2.4,我以前和女朋友在一起的時候 性格活潑開朗 願意交朋友 但是分手後性格完全變了 變得孤僻  多疑多慮 沒自信 最嚴重的就是沒自信 我應該怎麼辦為什麼會這樣
2.4,我失戀半年了現在還是非常害怕一個人待著一個人時就心慌緊張身上就像針扎一樣痛做什麼都沒精神覺得活的沒意義我這是怎麼了我該怎麼辦
2.4,我母親車禍去世我不願接受現實有嚴重創傷後遺症已經無法正常生活工作怎麼辦
2.4,我生氣的時候就控制不住情緒自殘或者砸東西出過一次嚴重的車禍身高長了4公分44歲男頭部受傷
2.4,我因為出過一次車禍之後就變得非常自卑了遇事只知道逃避 不敢勇於面對 我要怎麼去改變 現在遇到了非常重要的事和人 我想要去改變
2.4,我在幾個月前受到了刺激人變得有點呆愣現在做事情經常被罵我該怎麼辦
2.4,我有拖延症有社交恐懼症反應慢注意力不集中
2.4,我有社恐恐懼症上學那會就經常被人欺負導致留下陰影現在畢業快一年多心裡還是有陰影看到人就會莫名害怕請您認真回答問題真不知道該怎麼
2.4,我有過一段婚姻但半個月就結束了現在一聽到別人說結婚給我介紹對象我心裡就很抗拒我是不是得了恐婚症
2.4,我有點孤僻不想別人靠近心裡怕被傷害和別人會正常交流但是感覺好到一定程度就想離開不想被了解工作上不想別人說很敏感不和別人爭執會沉默的離開
2.4,我老公出軌了一次最後他改了可是我走不出這陰影怎麼辦
2.4,我老公在外面偷腥了現在我們倆去一塊我都非常噁心怎麼辦
2.4,我老婆是被養父養母待大的她從十年前知道身事的現在誰都不許提這件事誰提跟誰急還不聽勸還怕人笑話覺得低人一等我好苦腦怎麼能讓她思想正常呢
2.4,我老婆最近失眠睡不著覺隨時隨地總感覺有人說她閒話出門總感覺別人看她的眼神不一樣
2.4,我受過極度嚴重的童年陰影我想告我爸讓他坐牢我這輩子 就是被他毀的
2.4,我和老婆過了18年我一直對她很好她也很愛我可是今年她要離婚她又找了個男的那男的什麼都不如我就是性能力比我強我過不了自己這關想死了這是心理疾病嗎怎麼解決呢
2.4,我妻子車禍死亡3個多月了我倆感情很好我想去陪她可是還有孩子我怎麼辦
2.4,我姐姐的女兒因災難死亡家被暴雨衝沒了事情已有3個星期了我姐姐還很憂鬱不與任何人說話一天都待著說她的女兒她就哭
2.4,我爸去世時我現在很痛苦我該怎麼避免這些情緒影響我的生活
2.4,我的人生就是悲劇情路一波三折麻木了有時真的想不開了
2.4,我的孩子十六歲男16歲上國一時曾被4個同學趁晚上在宿舍睡著時打過心裡有了陰影請問各位老師能幫我想想辦法怎樣讓孩子心理健康起來謝謝
2.4,我表弟自從今年車禍出院後性格變的非常孤僻不跟任何人說話甚至別人叫他都不回答請問專家們是什麼原因
2.4,我是個離婚的女人經歷的太多現在對任何人都不相信尤其是對男性有時候我感覺自己都受不了
2.4,我是個離異男我現在對再婚提不起興趣了現在社會太複雜都相互算計還有各種各樣的毛病我該怎麼辦
2.4,我是班長我提出主意說春遊去溪邊玩結果有一個同學溺水了老師也當著全班的面批評了我我的心裡現在很壓抑女22歲
2.4,我為什麼總是想那些曾經令我痛苦的事情呢總是走不出那片陰影
2.4,我看了一部電影留下了陰影它讓我對它上癮並感到慌亂有時會出汗
2.4,我現在已經無法面對接下來的生活了現在欠了一屁股債每天都有債主追債已經無能為力了我想在近期結束自己
2.4,我現在心裡非常恨我老公我是不是有病他以前背叛過我
2.4,我現在心裡很自卑覺得任何人都會喜歡我老公總是懷疑他出軌差 不知道怎麼改變這種心裡狀態一樣老師們幫幫我
2.4,我現在失業中我想找工作但我不敢去找我失去了鬥志我找不回自信好被動昨晚做了個夢看見自己跟其他人是不同顏色的其它人顏色好白但我自己的顏色卻很灰
2.4,我現在在坐牢地方工作半年有妄想跟蹤總以為別人說我害怕他們說我智障
2.4,我現在高中了經常會在半夜哭會經常想起小學被人欺負的場景經常割腕怎麼回事
2.4,我被最愛的男人最信任的男人出賣了這是我一輩子的陰影我想死怎麼都想不通也不想去原諒他我該怎麼辦
2.4,我喜歡了他三年他也知道我們有一點親戚關係但我們準備私奔可最後沒走沒在一起現在有人喜歡我向我表白我不敢接受怕受到傷害我很痛苦內心掙扎
2.4,我曾經被校園欺凌過導致我現在有很大的心理陰影揮之不去一直伴隨著我導致我十分地厭學我很苦惱怎麼辦
2.4,我開車撞到人了帶她去檢查都沒問題事情也都處理好了但是我心裡還是很不舒服好像還有個坎在那事情過了心裡的陰影還在現在也不敢去開車讓我很痛苦
2.4,我想知道自己是否真的患有心理疾病或者是障礙突然之間不知道為什麼突然之間能一瞬間哭出來就是說不出來很難與別人說話溝通
2.4,我感覺好累我的腳傷了一年多沒有運動現在全身都退化了原本這一年多就是等待恢復結果又惡化了我怕我再也無法運動我不敢去想我感到未來很糟糕
2.4,我會因為某些事情而感到心煩意亂有時候有時候甚至會不知所措我應該怎麼辦啊我是不是有強迫症
2.4,我毀了我最愛的人有罪惡感想透過死來解決
2.4,我跟男朋友分手後覺得很難再去談戀愛覺得恨男人怎麼辦
2.4,我遇到了一些事讓我覺得我死了就解脫了我對自己很不滿意我想去死下輩子再活一次
2.4,我總放不下別人對我的傷害而且總想著報復我就以為我不傷害別人別人沒有理由傷害我所以我從心裡恨而且經常想起對我的傷害我還長期失眠
2.4,我總是不合群源於我中學時候有過被同學排擠的經歷在人群中總是感覺到孤單不自信這是什麼原因
2.4,我離婚了心裡放不下很痛苦我該怎麼從痛苦中走出來
2.4,我離婚三年了現在面臨再婚可我心裡總是感覺怕有種不想結婚的想法
2.4,每天都感覺沒意思而且很苦惱很煩躁怎麼辦
2.4,每天都極度恐懼晚上睡覺也要開燈就算開燈也害怕不知道為什麼
2.4,每次跟男朋友睡的時候都不敢做那個到底該怎麼辦
2.4,走不出離婚的陰影天天像怨婦一樣得誰跟誰說過去接受不了新人看誰都不如前夫但是父母還不看好他怎麼辦天天哭天天哭敏感胡思亂想一提過去就掉眼淚怎麼辦
2.4,兩年前被女友騙光錢了鬱鬱寡歡了整天不交際不聊天吃了就睡睡了就吃脾氣比以前暴躁了
2.4,兩個孩子的媽媽了因為小時候的事件現在還是不能忘懷已經影響正常的生活了有什麼好的方法可以忘掉過去重新生活
2.4,和男朋友吵架後一直睡不好以前本來就有失眠現象現在更嚴重了而且還頭痛做惡夢頭昏沒胃口雖然和好了但是感覺沒有以前對我好了也不關心我了
2.4,和前任分手兩年了不過我慢慢發現自己心理不正常了想輔導一下
2.4,和家人不和怎麼辦由於小的時候受到過父親的恐嚇而導致沒不安全感不相信任何人不敢一個人睡覺今年37歲男
2.4,朋友看過男人打女人被人偷窺過導致現在對男人有恐懼感談個戀愛連牽手都嚇到哭怎麼破求大神出招跪謝
2.4,近兩年來因為家裡出了事晚上失眠做惡夢白天精神較以前煩躁也比以前喜歡發脾氣自己google說自己有憂鬱症我需要帶她去身心科看嗎我更想找個心理醫生
2.4,前陣子開車翻了現在一直不敢在碰車總感覺車是斜的一上車就很害怕怎樣去克服
2.4,孩子上課不敢看老師不敢看黑板女孩17歲高三
2.4,孩子和同學大家晚上做噩夢嚇的發抖是心裡有陰影了嗎
2.4,怎麼走出以前對象對我的傷害  我現在想離開這個城市了
2.4,昨天啊上班時間被一個流氓性騷擾了我那時很煩就自殘了而且還大鬧了一場這是不是不正常了呀
2.4,是不是在青春期表現出的問題其實是童年受到的傷害的表現
2.4,為什麼一年多了每天晚上睡覺都會想念一個人  甚至做夢都會夢到她
2.4,為什麼一閉上眼睛害怕被人和聯想到打耳光上學的時候被人偷襲搧過耳光
2.4,為什麼只要有男的跟我走得非常近我就會反感他
2.4,為什麼生活中總有好多過不去的坎累到無力
2.4,為什麼我無時無刻都覺得自己比別人醜沒臉面對那些女生這到底是為什麼呢
2.4,為什麼到現在都不敢戀愛害怕和那些要追求的人接觸不知道是什麼原因重點不是同性戀
2.4,看到所有的東西都覺得會傷害我或我家人包括枕頭線之類的總是認為它們會傷害我家人請問這是什麼症狀好多年了
2.4,突然發現自己的問題越來越多今天在家的時候嬸嬸說我小時候同學的父親的墳跟我爸就是養父的墳離的很近心裡好不舒服周圍的人都在陸續的離開心情變的好陰暗怎麼辦
2.4,害怕一個人會打我小時候就打我對他恐懼今年我15男
2.4,恐戀愛症
2.4,國中時外公去世產生幻聽後來上高中時由於同學罵我老幻聽到傻子賤人什麼的
2.4,從小膽小有一次在外面被幾個人無緣無故打一頓現在走在路上我都好怕有人打我尤其是長得比較兇的人很不自在都不敢看人怎麼辦
2.4,從我16歲知道自己是禿頭看著周圍人對我的嘲笑還有各種原因我失去了對未來的嚮往只想等死
2.4,您好我有一件事總是過不去產生陰影怎樣樣才會讓我好起來我現在內心真的很痛苦謝謝您
2.4,情緒失控有自殘傾向  情緒受到刺激會全面崩潰
2.4,晚上睡覺睡不著因為太黑感覺不舒服睡不著總想前女友只能等到早上45點才能睡這是失眠嗎
2.4,現在怎麼辦我感覺我不對勁了那事都過去三年了我還忘不了了腦子整天就記得那事我心裡有陰影了過不去了沒人給我合適的理由給我解釋清楚我還怎麼辦
2.4,被人尾隨然後被人威脅人生安全和身邊的人的安全現在任何時候睡不著覺不敢一個人出去就算和別人一起出去總感覺有人跟蹤我這是怎麼啦
2.4,部隊畢業分配  不想回到之前的那個單位 之前老是被欺負  還被打過 有陰影 好害怕 覺得生活沒有看頭 很煩躁
2.4,創傷後壓力症候群恐怖感精力差多夢正常工作還可以生活還正常就是經常胡思亂想注意力不集中
2.4,就是有一次和人吵架被人針鋒相對的罵了留下了心理陰影然後每次學習學的很認真的時候都會想到當時吵架時候別人罵我滾的事情有點強迫搞的我學習不能像以前一樣高效率
2.4,曾經小學就受到了心靈巨大創傷導致到現在的生活煩惱眾多沒有自信心裡恐懼不敢與人正常交往不敢與人正視
2.4,曾經因車子突然加速而出過車禍出車禍後的一段時間內天天做夢現在遇到這種突然加速的情況會害怕
2.4,最近一直怕見人內心感到恐懼也吃不下東西怎麼去消除這種情緒
2.4,最近心煩意躁腦子胡思亂想沒有工作前段時間親戚走了人感覺好怕心裡總想哪些事情
2.4,最近網上找工作被騙了兩千元心裡上感覺很壓抑過不去這道坎心感覺一直懸著而且腿也發軟已經快要一週了還是一直這樣子
2.4,朝人扔刀想把全世界的人都殺了對父親的死亡沒有感覺甚至想笑這算有病嗎
2.4,無戀愛史異性對我有好感感覺很累很煩躁對婚姻悲觀覺得沒有男人會從一而終因為單身所以現實壓力很大
2.4,童年創傷大 算是心理疾病嗎 如何治療 影響到生活
2.4,結婚後一直害怕性生活需要諮詢心理醫生每次都超害怕緊張到不行
2.4,感覺自己好累一切倒霉的事都發生在我身上為什麼真的好累有時想想很多人比我更慘
2.4,感覺自己得了創傷後壓力症候群無緣故和家人發脾氣哪怕一點小事心焦氣躁
2.4,經常心煩睡不好覺我走不出陰影生活很累
2.4,遇到感情問題精神崩潰了每天胡說八道有時哭有時笑
2.4,過去不美好的事情總時不時想起浸在回憶裡自己很痛苦卻不知道怎麼辦尤其是看到美好的東西就會很自卑很傷心感覺自己很墜落 卻不知道怎麼辦
2.4,對生死之事懼怕前陣子我大哥走了生離死別彌留之際讓人心疼
2.4,對婚姻沒有安全感經常覺得老公要背叛我騙我經常情緒低落發呆恍神心裡莫名的痛
2.4,睡覺總是害怕不敢一個人待在家裡閉上眼睛就感覺有人在我身後
2.4,緊張就全身抖有什麼辦法治好有什麼方法不緊張
2.4,摯愛的丈夫突然去世離開了我和兒子他是我最愛的人他那麼優秀那麼善良愛助人為樂自從他離開我以後覺得生活黯然失色無奈痛苦活著生不如死
2.4,頭痛壓力大放不下被打之事害怕多
2.4,總是想流淚內心難過無法釋懷一些事情無法面對一些人
2.4,總是覺得自己有癌症怎麼辦因為以前被身邊的朋友欺騙過現在不相信任何人包括父母 她們都要害我
2.4,總感覺丈夫有外遇因為結婚的十年中丈夫出軌2次被抓過但現在丈夫保證書也寫也沒發現什麼證據但就是不信任他
2.4,離婚以後總感覺自己的閨女跟著媽嫁給別人心裡很不是滋味
2.4,懷孕五個月停胎引產後每天心裡煩躁注意力集中不了失眠睡不著總是焦慮覺得活著沒有希望
2.4,屬兔的男人曾經的女友老是追著問他在哪現在我跟他交往他說他有恐懼害怕我也跟那個女人一樣多疑敏感恐懼一句玩笑話他就不理我了我該怎麼化解
2.5,18歲有社交恐懼症見人就臉紅膽子小怎麼辦
2.5,20歲我患上了狂犬病恐懼症心裡非常害怕我不怕光不怕水但是嗓子一緊我就會想到自己得了狂犬病明知道十日觀察法有用我不會有事我還是擔心不停我該怎麼辦
2.5,22歲工作兩年了最近越來越怕見陌生人了一見陌生人我做事就非常緊張一緊張手就抖的非常厲害
2.5,22歲心裡非常的害怕害怕失去朋友親人一到晚上就心裡發慌不知道怎樣克服自己
2.5,24 女 心裡有恐懼怎麼克服  腦子裡經常會想起某件事情  要怎麼克服
2.5,24歲恐懼 害怕睡覺不管關燈 強迫症自殘心理 害怕死人害怕身邊的人死老是想死掉的慘狀 越想越怕你越想越不敢一個人待著
2.5,25歲我非常怕蟲子一看見蟲子腳就軟了現在生活的地方天天都可以看見蟲子求教各位老師怎麼解決這個問題
2.5,25歲怕單獨出門 感覺別人在監視自己討論自己 不能集中注意力 但別人看自己時或討論自己時感到不自在頭暈 在人多的地方感到不自在覺得自己哪都不如別人也覺得別人不喜歡自己
2.5,27歲我每天腦子都不清醒並且心裡擔心害怕我一會會不會突然不行了會不會暈倒每天都這樣心裡害怕兩腿發軟感覺快要不能呼吸了
2.5,今年30歲性格內向社交恐懼不願意往人多的地方去
2.5,心老是懸著總覺得會死越想越害怕越害怕肚子還痛
2.5,心和胸口感覺有東西卡著心痛一樣有時感覺壓抑無助恐懼
2.5,心理恐懼症怎麼治療因為一件事情容易聯想到恐懼怎麼治療
2.5,各位老師好我的情況特不好非常的心驚有一小點聲就感覺心驚怎麼辦性格有點想爆發的感覺
2.5,成年女性  受到驚嚇後  發燒 乏力  不停的哭  不理她還好點  一旦有人和她說話 哭的更厲害  不停的說害怕  人很清醒  什麼都知道
2.5,有事讓我簽字我會緊張手抖寫不好所以一直恐懼簽字怎麼調整
2.5,有強烈的舞台恐懼症上舞台時會不自覺手抖腳抖怎麼辦
2.5,老師您好 我今年28歲  在2012年的夏天 突然感覺心慌 一會就好了  但之後2013年又出現這種情況 嚇的我就去醫院做了全身檢查  但醫生說什麼事也沒有  沒病 讓我去身心科 醫生說我是精神官能症 給我開了點抗憂鬱的藥吃了也不管用  現在都三年了 我還是心慌 焦慮 胸悶 氣短  恐懼 有時胸口還痛 有什麼方法能給我治好嗎
2.5,你好 我21歲 瀕死感或失控感在正常的日常生活中我幾乎跟正常人一樣而一旦發作時有的有特定觸發情境我就會突然出現極度恐懼的心理體驗到瀕死感或失控感該怎麼辦
2.5,我也不知道為什麼我現在很害怕恐懼甚至不敢閉眼去睡非常的抵觸黑暗儘管我現在非常的疲憊誰能幫幫我
2.5,我已經連續三晚做噩夢了 現在睡覺關燈總是睡不著總感覺衣櫃裡面有雙眼睛在看我 夢見死人了什麼被追殺 求解 為什麼
2.5,我好恐懼我總恐懼我周圍有恐怖的東西我總是幻想它沒有它就越存在怎麼辦好難受快受不了了
2.5,我有嚴重的恐懼症恐懼就臉紅跟別人對視也臉紅因為怕臉紅所以更恐懼我不知道怎麼辦了 幫幫我吧
2.5,我老是在睡覺前亂想一些事睡不著就老是想死亡的事可害怕了越想越害怕越害怕越想我該怎麼辦
2.5,我自己一個人在家只要有動靜總害怕老感覺家裡好像有人一樣疑神疑鬼晚上睡覺必須要先亮著燈要不然睡不著害怕我有時候還挺喜歡亂想的我這是怎麼回事
2.5,我前列腺不好總擔心變嚴重半夜醒來越想越害怕渾身發涼發抖血往上湧緊張抽煙就平靜了後來也有過幾次就馬上起來走走轉移注意力這是焦慮症嗎該怎麼辦求助
2.5,我是個學生但感覺和別人不一樣我很難說喜歡別人恨別人我連父母都不怎麼在意離開久了不會產生想念的念頭我感覺對什麼都不在乎想請你們幫幫我
2.5,我看到上司就會有恐懼感渾身不自在雙眼不停眨我是一名護士因為這個問題已經換了好幾份工作因為害怕面對不了才辭職煩啊誰能明白我求救救我謝謝
2.5,我經常能想起來人死就很可怕這個正常嗎
2.5,我對人生有恐懼感我對自己的孩子有暴力傾向我覺得全世界都沒有好人
2.5,我總覺得自己要死了晚上入睡困難頭暈胸悶喉嚨乾恐懼
2.5,每天晚上都會因為缺乏安全感怕鬼怕蟲子怕老鼠之類的失眠有時候就算睡著了幾分鐘後就莫名奇妙的變的無比清醒即使白天學習有多累一躺床上就睡不著越睡不著就越怕
2.5,每天都活在害怕中我害怕失去家人我擔心父母擔心孩子擔心自己每天都害怕媽媽說這樣下去不好讓我找個心理醫生
2.5,男 一次工作中出現驚慌胸悶從此以後一提到上班就很緊張上班之前很焦慮老是想逃避無法正常工作請各位老師幫幫我
2.5,和老公在一起三年了都沒有能成功同房好苦惱啊主要是我的問題我太怕痛了現在想要寶寶了家人也在催
2.5,和男友同居兩年多了自己現在還是個處女每次要做都很害怕然後不由自主的就把他推開了試了很多次都沒有用我這是心裡出問題了嗎
2.5,性格內向最近老是內心極度害怕情緒導致呼吸都很困難究竟是什麼情況是不是精神還是心裡出現問題了呢謝謝專家們請求幫助
2.5,社交障礙  恐懼  心理老是懷疑別人說我壞話 我不想這樣
2.5,很難忘記以前的事本人內向這個是很多年了沒有處理好吧現在心臟病上不來氣頭暈要死的感覺我很害怕救救我啊
2.5,怎樣克服恐懼症求專家解答我現在很困惑
2.5,為什麼會晚上睡覺很害怕的現象越來越嚴重以前都只是輕微的現在夜深睡覺總是感覺很害怕像有鬼似的疑神疑鬼
2.5,害怕跟人說話只要跟人說話就緊張跟朋友聊天的時候大腦就跟一團漿糊一樣不知道說什麼好也不知道該怎麼說
2.5,時不時有恐懼感甚至瀕死感是得了什麼病太恐怖了
2.5,專家你好我最近失眠心理恐懼晚上睡覺總感覺房裡有人連續幾天的失眠讓我很是煩躁我想做做心理治療
2.5,"得了恐懼症應該怎麼辦	得了恐懼症應該怎麼辦	得了恐懼症應該怎麼辦"
2.5,從小到大一個人不敢睡覺每到晚上總覺得周圍有很多東西閉上眼睛後會浮現出各種畫面我該怎麼辦
2.5,患有視線恐懼症不敢與別人交流不敢直視別人
2.5,您好我曾今得過被迫害妄想症在精神病院住過3個月只有家族成員知情還有3個朋友知道 我現在有點擔心重新工作和社交大家對我的看法怎麼緩解
2.5,晚上很恐懼  很害怕 不知道為什麼尤其是關燈後
2.5,第一次被丈夫暴力的狂躁症害怕現在每天都極度恐懼怎麼辦
2.5,被校園暴力過去了十年了仍然放不下偶爾想起心還是很難受
2.5,這兩個星期我從66公斤下降到60公斤這種情況會不會是愛滋病症狀啊可是我從去年九月份和12月份到今年2月份檢測愛滋病都是陰可是為什麼我的體重還是會下降
2.5,就是晚上怕黑自己一人不不能待著還是跟父母一個房間
2.5,就是被一個男的嚇到了現在聽到他聲音都覺得恐懼害怕喘不過氣來
2.5,幾年前去上墳  突然感覺人死了以後在墳裡一定很孤獨    後來就老是害怕   死了以後用火燒   最後埋在黑暗的地下   每到想到這裡久久不能入睡   困擾很多年了   我該怎麼擺脫心裡恐懼
2.5,最近不知道怎麼了外面的人鬧事我就會感覺心裡緊張心跳很快快到呼吸急促臉色慘白嚇到我心跳很快快到很怕怕自己會死掉
2.5,最近老是睡不著覺一閉眼就會看到可怕的東西怎麼辦呀
2.5,最近經常感覺到害怕  不知道為什麼著了魔一樣
2.5,最近總是夢到自己死掉以為自己已經真的死掉了被鬧鐘叫醒才知道是夢但是感覺還是很不好太難受了
2.5,焦慮症十年從第一次心跳過快開始斷斷續續驚恐發作疑病廣場恐懼所有的我都有了沒有過藥物治療需要幫助卻不知道怎麼幫助
2.5,感覺有病老看不好身體越來越差有過瀕臨死亡的感覺腰痛耳鳴舌苔厚沒救了人越變越醜了
2.5,感覺自己胸悶瀕死感晚上失眠老感覺有不好的事在我身上發生吃點東西就火燒心
2.5,感覺我得了焦慮症昨晚看了一張恐怖圖片然後心跳加速喘不過氣要暈的感覺請問怎麼治療謝謝
2.5,極度自卑怎麼改善從小膽子就小上台就腿抽筋無法公開演講
2.5,溜冰三個月過後  仍然出現發抖發麻  心跳加快 甚至出現呼吸驟停 請問有什麼辦法可以治療
2.5,當在人多的場合很多人看著我的時候就會緊張大腦一片空白出冷汗說不出話來口吃怎麼辦
2.5,戀物癖重度恐懼症求解脫找一個能見效的醫生急
2.5,驚恐發作每天都是在死亡的恐懼中度過快受不了啦
2.5,驚恐障礙發作怕死就像自己得了大病會死一樣心慌
2.6,19歲每天都想哭不想吃任何東西每天或者突然暴食睡不著哭到頭痛每晚
2.6,20歲過度節食 暴飲暴食 大量濫用瀉劑 催吐 不想出門與人交流 感覺生不如死
2.6,21歲暴食症輕度憂鬱症怎麼辦求指點 救救我吧
2.6,22歲精神性貪食症一年多想徹底擺脫該如何做吃什麼藥
2.6,23歲憂鬱症是否會引起厭食症現在有吃褪黑素就是沒有吃飯的慾望可以三天什麼東西不吃依然沒什麼感覺可是也吃的下這是心理原因還是身體原因了
2.6,25歲前期因工作壓力家庭感情壓力導致每晚暴飲暴食吃到很撐很難受嘔吐失眠長達半年後期精神壓力緩解但是每晚暴飲暴食不知為何不能改變很苦惱
2.6,26歲 胸悶 喜怒無常 情緒變化非常快 不愛和別人多說話 開玩笑也少了暴飲暴食 腦袋也不好使了記憶力非常差 別人說什麼我覺得我腦袋都不像從前了
2.6,32歲孩子4歲丈夫出軌一直心過不去暴食症不知飢飽
2.6,一個人為了胖瘦搞到心理有障礙不運動也吃得多吃完又後悔除了聊吃的胖瘦沒有任何話題了經常情緒低落有什麼方法去開導這種人
2.6,大學生暴食症同時焦慮學習怎麼辦每天精神緊繃非常怕胖我要怎麼辦
2.6,出現心悸胸悶厭食或者嘔吐記憶力差非常迷糊焦慮迷惘
2.6,失戀好痛苦半個月瘦了6公斤吃不下飯該怎麼辦
2.6,老是暴飲暴食怎麼辦過後又後悔都是減肥惹的禍從現在開始我自己監督自己
2.6,你好我心裡總是有想著吃吃吃的吃了太多又吐吐了有吃惡性循環之中我該怎麼辦
2.6,我不能看到虛偽的人一看到就想吐吃不下東西以前不是這樣的以前當作看不見
2.6,我有暴食症 我感覺自己越來越胖越來越醜 沒法好好生活
2.6,我即使吃飽了還是很想吃吃的很撐還是吃是不是有什麼問題怎麼辦
2.6,我每天都想著要吃什麼東西但是吃完又怕胖又要吐出來但是吐了又想吃
2.6,我最覺得自己胖  吃飽飯就吐出來是不是心理作用    如果是心理作用如何擺脫
2.6,我媽今年61歲因患有膽結石於去年做過微創手術後老是感覺腹部不適到醫院檢查醫生說是心理問題而且回家後吃飯少有厭食症的行為
2.6,我媽因為癌症11月27號去世了我一直走不出來夜裡總是難過的哭睡又哭醒在家也壓抑到不行瞬間淚流成河請問有什麼辦法可以緩解
2.6,國三節食減肥後來有七年暴食症現在工作了就是壓力大了就會吃多
2.6,喜歡暴飲暴食暴食後擔心長胖情緒不穩定不開心就吃更多怎樣避免暴飲暴食
2.6,節食減肥瘦的過度現在吃正常人三餐甚至更多但不吃零食我好怕突然的肥怎麼辦
2.6,經常暴食時間久了感覺自己憂鬱了而且無法控制自己的飲食
2.6,暴食有輕微憂鬱症狀有有維持兩年 近期暴食嚴重體重上升好於是暴食自責暴食惡性循環
2.6,暴食症5年了控制不了自已該如何治療屬於心裡疾病嗎
2.6,暴食症吃的超級多尤其是心情不好時沒辦法煩死了
2.6,暴食催吐還想減肥感覺快沒辦法上班了要不要辭職
2.6,暴飲暴食2年了得了精神性貪食怎麼辦好痛苦有病友嘛
2.6,暴飲暴食斷食憂鬱怎麼辦自己很痛苦你說怎麼辦
2.6,總是想吃吃吃不餓也想吃不吃就彆扭自己煩惱死了
2.6,嚴重暴飲暴食症已經從60公斤吃胖到89公斤非常苦惱希望得到幫助謝謝
2.7,14 我現在還是一個國中生可是不想學習了總覺得學起來很煩我還應該學嗎
2.7,14歲男孩10月份開始腸胃不好多方檢查無大的問題只是一般的腸胃病到現在為止一直以不舒服為由不去上學有時話也不說脾氣古怪
